DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DBAP00000000,UBA1007,ERX556000,Partial,61.89,2.3,33.33,Gemmatimonadales bacterium UBA1007 [order],,,,,1623293,61.73548559,12.54,96.92008621,42502,311,182,1622,0.878623268,29375,40219,5082,8919,8295,11437,11,25,8,1,9,10,0.027038,k__Bacteria (UID2495),2993,91,147,UID2567
DBAO00000000,UBA1008,ERX556000,Near complete,91.35,2.42,20,Flavobacteriaceae bacterium UBA1008 [family],325,97.872,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Euzebyella;Cytophaga sp. MBIC04674,AB073557.1.1404,4286796,40.13777454,12.87,97.05186009,19970,230,166,3778,0.905815206,118411,118988,18551,25824,39254,41717,11,6,14,0,21,22,0.004191,s__algicola (UID2846),47,303,571,UID2884
DBAN00000000,UBA1009,ERX556007,Near complete,97.12,0.68,0,Akkermansiaceae bacterium UBA1009 [family],,,,,3571133,51.69732975,31.48,99.96763863,39144,257,147,3009,0.894405781,117154,228013,13743,24293,25473,50479,11,4,18,0,32,32,0.022243,k__Bacteria (UID2982),88,147,229,UID3057
DBAM00000000,UBA1010,ERX556007,Near complete,99.41,0.72,33.33,Alteromonas macleodii [species],,,,,4801336,44.63571334,28.36,99.98948824,16217,197,151,4175,0.874597404,135979,140493,24289,31796,41998,57488,11,1,16,0,39,40,0,c__Gammaproteobacteria (UID4761),52,297,693,UID4781
DBAL00000000,UBA1011,ERX556007,Medium,87.37,1.36,66.67,Akkermansiaceae bacterium UBA1011 [family],,,,,3217297,54.19906323,15.3,99.10791199,79490,608,382,2981,0.876944839,45990,58689,5160,8422,7800,11000,11,0,12,0,21,21,0.017647,k__Bacteria (UID2982),88,147,229,UID3058
DBAK00000000,UBA1012,ERX556005,Near complete,93.8,2.97,8.33,Gammaproteobacteria bacterium UBA1012 [class],,,,,5208286,54.46485159,15.3,98.75952825,47185,378,228,4665,0.899878962,141567,142451,13653,22843,22780,35240,11,3,10,0,19,19,0.009648,c__Gammaproteobacteria (UID4443),356,270,451,UID4679
DBAJ00000000,UBA1013,ERX556008,Partial,66.15,2.56,25,Candidatus Microthrix sp. UBA1013 [genus],,,,,1650169,64.48122986,45.95,99.99798252,64033,384,212,1796,0.879874728,42089,47932,4130,7783,6730,10176,11,25,13,1,20,23,0.011058,k__Bacteria (UID1453),901,117,171,UID1455
DBAI00000000,UBA1014,ERX556008,Medium,86.9,0.84,0,Deltaproteobacteria bacterium UBA1014 [class],,,,,3830150,46.64117287,18.28,99.57806504,85971,612,377,3742,0.853346475,46106,47243,6117,10159,9904,14161,11,46,14,0,19,19,0.003468,k__Bacteria (UID3187),2258,119,190,UID3298
DBAH00000000,UBA1015,ERX556008,Medium,86.15,0.76,66.67,Zunongwangia profunda [species],,,,,3574350,36.4070104,18.74,99.57381896,42283,474,355,3172,0.87193196,60949,62956,7451,10068,11606,14001,11,3,11,0,16,17,0,s__algicola (UID2847),33,263,496,UID2852
DBAG00000000,UBA1016,ERX556008,Medium,79.92,2.32,44.44,Salinisphaera sp. UBA1016 [genus],,,,,2741151,63.96899952,18.28,99.63468618,26225,350,269,2748,0.886741008,59035,71121,7756,10190,11796,14113,11,11,15,0,30,30,0.006738,c__Gammaproteobacteria (UID4267),119,284,544,UID4303
DBAF00000000,UBA1017,ERX556009,Near complete,98.7,1.25,60,Pseudomonadaceae bacterium UBA1017 [family],,,,,4166016,61.47666963,38.69,99.98073402,13618,135,95,3935,0.900154728,155227,179856,30758,43852,63072,77280,11,67,17,0,40,41,0.004603,c__Gammaproteobacteria (UID4444),263,232,507,UID4488
DBAE00000000,UBA1018,SRX310217,Medium,83.55,1.79,0,Bacteriovoracaceae bacterium UBA1018 [family],,,,,3636500,45.96722278,7.51,74.62714154,6235,394,294,4191,0.912384436,69144,98562,9213,12369,14561,16672,11,0,14,0,24,28,0.029267,k__Bacteria (UID3187),2258,112,182,UID3299
DBAD00000000,UBA1019,ERX1071607,Partial,65.67,1.51,55.56,Ralstonia pickettii [species],,,,,3845874,63.85133078,6.19,92.31527612,3680,406,369,3923,0.892132712,112411,112415,9463,10422,13272,13853,11,10,19,0,42,43,0.000583,f__Burkholderiaceae (UID4003),91,218,596,UID4073
DBAC00000000,UBA1020,SRX1100508,Partial,62.65,0.93,0,Candidatus Saccharibacteria bacterium UBA1020 [phylum],,,,,817018,51.28208582,123.23,99.99693838,458,10,8,888,0.923412948,150597,165471,81656,102127,144171,144200,11,0,19,0,41,41,0.012591,k__Bacteria (UID1452),924,108,161,UID2307
DBAB00000000,UBA1021,SRX1100508,Partial,68.75,3.37,0,Candidatus Saccharibacteria bacterium UBA1021 [phylum],,,,,798184,50.49456115,16.58,99.28714065,5461,79,50,878,0.905589438,85651,88422,10034,15963,15748,25289,11,1,18,0,33,33,0.011861,k__Bacteria (UID2495),2993,89,143,UID2496
DBAA00000000,UBA1022,SRX1100508,Partial,57.56,0.55,100,Candidatus Saccharibacteria bacterium UBA1022 [phylum],,,,,813826,49.9034525,10.24,96.94686563,16809,144,58,894,0.865000627,41731,46391,5534,14031,14863,19160,11,0,17,0,29,29,0.011047,k__Bacteria (UID1452),924,108,161,UID2307
DAZZ00000000,UBA1023,SRX691269,Medium,87.5,0,0,Clostridiaceae bacterium UBA1023 [family],,,,,2314579,32.61773546,333.74,100.0113105,95409,525,133,2029,0.757690707,60744,96962,4226,17402,11518,27471,11,32,18,0,46,46,0.013615,c__Clostridia (UID1118),387,124,223,UID1374
DCER00000000,UBA1024,SRX691269,Near complete,90,2,0,Anaerolineaceae bacterium UBA1024 [family],1508,99.932,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured Bellilinea sp.,JX576078.1.1479,2206766,49.80172454,173.4,99.98251386,22179,206,105,1875,0.853217786,68701,75019,10604,21016,19256,30103,11,2,20,0,42,42,0.012087,k__Bacteria (UID1452),924,110,163,UID2310
DCEQ00000000,UBA1025,SRX691269,Partial,67.13,0,0,Atopobiaceae bacterium UBA1025 [family],1673,99.566,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;uncultured prokaryote,KJ734841.1.1473,1018796,54.19665965,131.08,100.0177319,43151,212,38,980,0.802318619,49145,105160,4602,26810,13443,54489,11,3,16,0,20,20,0.008318,p__Actinobacteria (UID2112),31,124,211,UID2137
DCEP00000000,UBA1026,SRX691269,Medium,77.18,0,0,Ruminococcaceae bacterium UBA1026 [family],,,,,1515543,51.11550804,111.28,99.99368173,11968,69,15,1432,0.863347988,116008,205278,21790,101036,67408,137208,11,1,16,0,32,33,0.017174,o__Clostridiales (UID1212),172,149,263,UID1234
DCEO00000000,UBA1027,SRX691269,Medium,86.12,0.55,100,Proteiniphilum sp. UBA1027 [genus],,,,,2766261,41.23985093,105.33,99.99539779,28448,239,109,2310,0.85835646,108767,228854,11455,25378,25752,42864,11,10,17,0,33,34,0.004437,k__Bacteria (UID2570),433,183,273,UID2624
DCEN00000000,UBA1028,SRX691269,Medium,96.81,6.56,0,Proteiniphilum sp. UBA1028 [genus],341,100,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Proteiniphilum;uncultured Bacteroidetes bacterium,EU887996.1.1394,3624707,46.49910067,91.83,99.99598551,62608,368,92,2831,0.865906127,99033,198832,9679,39398,23095,75797,11,9,17,0,34,35,0.003743,k__Bacteria (UID2570),433,183,273,UID2624
DCEM00000000,UBA1029,SRX691269,Medium,89.09,0.65,0,Lactobacillus acetotolerans [species],,,,,1257191,36.25727009,83.85,99.96805802,39358,288,126,1234,0.809790239,36580,53705,4228,9977,6952,12974,11,19,17,0,29,29,0,g__Lactobacillus (UID377),91,154,430,UID417
DCEL00000000,UBA1030,SRX691269,Medium,82.49,0.85,0,Firmicutes bacterium UBA1030 [phylum],,,,,1606025,51.57434175,71.21,100.0064651,28318,178,62,1630,0.867952242,118776,118776,8863,25903,20044,38820,11,1,17,1,34,37,0.034679,p__Firmicutes (UID241),930,118,213,UID1023
DCEK00000000,UBA1031,SRX691269,Near complete,100,0,0,Aminobacterium sp. UBA1031 [genus],,,,,1983085,43.81576135,70.44,99.99549224,8711,66,21,1856,0.907208718,145624,251199,29914,94432,51067,157291,11,0,19,0,43,43,0.000129,k__Bacteria (UID209),5443,59,105,UID233
DCEJ00000000,UBA1032,SRX691269,Near complete,92.31,1.1,0,Cloacimonetes bacterium UBA1032 [phylum],,,,,2149752,47.52224213,60.51,99.99340024,43614,308,120,1833,0.86863601,50917,62893,6838,17914,14995,26316,11,15,18,0,40,40,0.013715,k__Bacteria (UID2495),2993,91,147,UID2981
DCEI00000000,UBA1033,SRX691269,Medium,87.92,0.67,0,Ruminococcaceae bacterium UBA1033 [family],,,,,2101407,50.60491963,49.06,99.96596434,35926,243,90,1981,0.861414757,54252,187299,8499,23348,21042,46043,11,43,17,0,36,37,0.014596,o__Clostridiales (UID1212),172,149,263,UID1234
DCEH00000000,UBA1034,SRX691269,Near complete,91.14,2.93,0,Syntrophomonas sp. UBA1034 [genus],,,,,3004268,48.09729902,47.42,99.99256612,58298,365,118,2813,0.829264566,83396,161924,8071,25459,19660,46709,11,11,19,1,38,39,0.009383,c__Clostridia (UID1085),35,196,420,UID1104
DCEG00000000,UBA1035,SRX691269,Medium,81.27,0,0,Bacteroidales bacterium UBA1035 [order],,,,,2920155,40.26724955,38.92,99.9789627,20543,225,126,2586,0.882189815,63436,161858,12887,23175,28754,43647,11,58,17,0,30,31,0.006047,k__Bacteria (UID2570),433,183,273,UID2624
DCEF00000000,UBA1036,SRX691269,Medium,79.19,0,0,Ruminococcaceae bacterium UBA1036 [family],,,,,1572173,46.16927389,31.06,99.99170182,5564,54,24,1493,0.8675114,282998,338954,29011,65507,65407,115603,11,3,15,0,31,33,0.015559,o__Clostridiales (UID1212),172,149,263,UID1234
DCEE00000000,UBA1037,SRX691269,Near complete,98.31,0,0,Synergistaceae bacterium UBA1037 [family],,,,,1753015,50.60206609,26.38,99.98652026,17076,140,65,1667,0.88152754,101717,135316,12399,26969,24824,46175,11,8,19,0,41,41,0.001803,k__Bacteria (UID209),5443,59,105,UID227
DCED00000000,UBA1038,SRX691269,Medium,80.82,0.6,50,Catabacter sp. UBA1038 [genus],,,,,1997322,60.92534298,25.54,99.93332507,92558,590,228,2009,0.815396316,27848,50423,3228,8760,4993,10927,11,15,13,1,21,22,0.011255,c__Clostridia (UID1118),387,124,223,UID1118
DCEC00000000,UBA1039,SRX691269,Partial,64.19,0,0,Ruminococcaceae bacterium UBA1039 [family],,,,,1439860,37.52035742,21.5,99.88358017,38037,251,77,1342,0.794395983,46100,124094,5584,18699,11281,30194,11,7,13,0,21,21,0.006584,o__Clostridiales (UID1212),172,149,263,UID1234
DCEB00000000,UBA1040,SRX691269,Medium,87.43,0.55,0,Bacteroidales bacterium UBA1040 [order],,,,,3573203,44.52786152,19.2,99.87273133,73520,540,165,3069,0.845979643,76450,108158,6480,21655,13176,31941,11,40,18,0,30,32,0.007031,k__Bacteria (UID2570),433,183,273,UID2624
DCEA00000000,UBA1041,SRX691269,Near complete,93.11,4.58,0,Syntrophomonas sp. UBA1041 [genus],,,,,3685858,49.49616617,15.27,99.62739163,42891,363,123,3519,0.827962716,156530,170812,10035,29966,27871,48851,11,7,17,0,32,32,0.004541,c__Clostridia (UID1085),35,196,420,UID1104
DCDZ00000000,UBA1042,SRX691269,Near complete,92.62,0,0,Tyzzerella sp. UBA1042 [genus],,,,,2559078,43.63965393,15.76,99.70536229,25458,221,70,2450,0.817888708,67094,145671,11464,36558,23709,70277,11,2,11,0,23,25,0.003495,o__Clostridiales (UID1212),172,149,263,UID1247
DCDY00000000,UBA1043,SRX691269,Near complete,90.96,2.54,25,Firmicutes bacterium UBA1043 [phylum],,,,,2519087,50.54501649,14.45,99.65708068,72739,472,99,2341,0.811372533,40141,103246,5182,25445,11328,40266,11,0,16,0,35,38,0.03068,p__Firmicutes (UID241),930,118,213,UID1023
DCDX00000000,UBA1044,SRX691269,Near complete,92.01,0.04,0,Syntrophomonas wolfei [species],,,,,2528140,45.49200951,13.37,98.91980429,65901,555,192,2416,0.795300498,39683,60194,4436,13167,8684,19467,11,15,14,0,28,29,0,c__Clostridia (UID1085),35,196,420,UID1104
DCDW00000000,UBA1045,SRX691269,Near complete,95.51,1.21,0,Catabacter sp. UBA1045 [genus],,,,,2394861,59.48229707,14.74,99.4742979,32116,273,84,2254,0.882083344,83338,103772,8654,28510,24003,44226,11,0,17,0,29,30,0.012938,c__Clostridia (UID1118),387,124,223,UID1119
DCDV00000000,UBA1046,SRX691269,Medium,86.36,0.38,0,Mageeibacillus sp. UBA1046 [genus],,,,,1645123,46.26995953,11.98,98.8538572,29792,243,31,1373,0.805003638,70884,401122,6647,53068,17602,73010,11,0,13,0,31,31,0.018034,o__Clostridiales (UID1120),304,141,247,UID1214
DCDU00000000,UBA1047,SRX691269,Partial,54.47,0,0,Firmicutes bacterium UBA1047 [phylum],,,,,1937997,35.81566795,12.32,98.97434365,64465,609,238,1866,0.779410907,27109,49356,3076,8142,5601,10349,11,2,5,0,7,7,0.008107,k__Bacteria (UID203),5449,58,103,UID1148
DCDT00000000,UBA1048,SRX691269,Partial,68.02,1.06,50,Eubacteriaceae bacterium UBA1048 [family],655,99.078,Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis;uncultured bacterium,JX575821.1.1494,1588112,45.11709545,7.8,89.94312583,94288,764,155,1735,0.725618218,14078,45378,1955,10245,3630,12680,11,3,10,0,14,15,0.025448,o__Clostridiales (UID1120),304,142,249,UID1122
DCDS00000000,UBA1049,SRX691269,Medium,74.09,2.01,20,Clostridiales bacterium UBA1049 [order],,,,,2097417,42.01360448,7.63,87.50604085,96458,817,142,2032,0.714173195,28504,64545,2449,14770,4742,19931,11,2,9,0,12,15,0.016785,o__Clostridiales (UID1212),172,149,263,UID1226
DCDR00000000,UBA1050,SRX1100504,Partial,63.39,0.85,0,Candidatus Saccharibacteria bacterium UBA1050 [phylum],1487,99.655,Bacteria;Saccharibacteria;uncultured bacterium,KJ783212.1.1451,928438,47.20055689,47.38,99.98394407,432,5,3,976,0.9189542,604303,791994,185601,309479,604303,791994,11,0,19,0,39,41,0.01161,k__Bacteria (UID1453),901,117,171,UID2142
DCDQ00000000,UBA1051,SRX822957,Near complete,99.56,0.1,0,Escherichia coli [species],,,,,4643358,50.74814104,22.71,99.99763018,1653,50,38,4350,0.886275622,845572,845572,92834,122193,157841,191181,11,0,18,1,72,74,0,f__Enterobacteriaceae (UID5162),88,328,1207,UID5206
DCDP00000000,UBA1052,SRX822957,Near complete,95.05,0.73,20,Stenotrophomonas maltophilia [species],,,,,4447374,67.3648105,16.98,99.97012449,29039,316,136,4076,0.878534839,156331,305116,13982,32701,24851,53688,11,2,19,0,57,57,0.001051,f__Xanthomonadaceae (UID4214),55,290,659,UID4232
DCDO00000000,UBA1053,SRX822954,Near complete,98.68,0,0,Exiguobacterium sp. UBA1053 [genus],,,,,3069443,47.25468152,612.09,100.0009453,1584,38,20,3187,0.897408097,1011654,1139205,80733,153472,609799,609799,11,0,19,0,44,44,0,c__Bacilli (UID259),750,152,273,UID261
DCDN00000000,UBA1054,SRX822954,Near complete,97.07,0.45,0,Corynebacteriaceae bacterium UBA1054 [family],,,,,2920109,67.64490365,340.44,99.45082395,3740,101,64,2739,0.905592908,177676,259132,28874,45626,60726,74806,11,1,19,0,50,50,0,o__Actinomycetales (UID1809),267,222,400,UID1942
DCDM00000000,UBA1055,SRX822954,Medium,78.95,0.88,0,Lysinibacillus fusiformis [species],,,,,4402848,37.48057408,70.9,99.9661743,869,29,21,4335,0.85632368,1081699,1081699,151792,209659,448300,467344,11,0,20,0,39,39,0,k__Bacteria (UID203),5449,57,103,UID956
DCDL00000000,UBA1056,SRX822954,Near complete,98.46,1.55,0,Clostridium sp. UBA1056 [genus],,,,,4053333,29.84323243,29.81,99.99110553,5876,137,66,3773,0.81168954,178194,367725,29543,61414,53122,114552,11,3,19,0,46,46,0.00128,g__Clostridium (UID1380),44,145,404,UID1399
DCDK00000000,UBA1057,SRX822954,Medium,88.89,0,0,Staphylococcus saprophyticus [species],,,,,2423175,32.96156336,24.56,99.98361113,799,25,15,2401,0.842471138,460130,701016,96895,161545,218070,275653,11,0,10,0,13,15,0,c__Bacilli (UID285),586,180,324,UID349
DCDJ00000000,UBA1058,SRX822954,Partial,62.28,0,0,Lysinibacillus sp. UBA1058 [genus],,,,,4353664,36.68060926,11.76,96.86033364,16356,393,197,4400,0.82782686,155638,209728,11036,22099,30825,46449,11,8,6,0,6,6,0.000559,k__Bacteria (UID203),5449,57,103,UID956
DCDI00000000,UBA1059,SRX822954,Near complete,90.47,2.27,10,Phyllobacteriaceae bacterium UBA1059 [family],,,,,4199408,61.26322122,9.23,89.9158781,20710,509,274,4449,0.883994363,70324,91818,8209,15326,18685,26675,11,0,19,0,40,41,0.007709,o__Rhizobiales (UID3450),238,244,513,UID3457
DCDH00000000,UBA1060,SRX371701,Medium,71.43,0,0,Cloacimonetes bacterium UBA1060 [phylum],,,,,1229870,36.80797842,64.85,99.98620752,4565,186,155,1075,0.899029979,44981,50010,6587,7934,8721,10757,11,12,14,0,24,24,0.016681,k__Bacteria (UID2495),2993,91,147,UID2981
DCDG00000000,UBA1061,SRX371701,Near complete,91.06,4.27,0,Candidatus Aminicenantes bacterium UBA1061 [phylum],,,,,2510304,45.73784312,62.64,99.99541607,1539,63,53,2116,0.895109915,290411,294252,39821,47364,107736,160553,11,70,19,0,41,41,0.016862,k__Bacteria (UID3187),2258,117,188,UID3198
DCDF00000000,UBA1062,SRX371701,Medium,86.9,2.1,0,Syntrophaceae bacterium UBA1062 [family],805,99.872,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured;uncultured bacterium,CU918113.1.1382,3130992,58.13295606,43.47,99.91374467,5388,331,295,3034,0.874414243,62492,62492,9442,10613,14487,15079,11,24,17,1,35,36,0.031402,c__Deltaproteobacteria (UID3216),83,155,247,UID3217
DCDE00000000,UBA1063,SRX371701,Near complete,94.92,0,0,candidate division WOR-3 bacterium UBA1063,458,99.766,Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;EM3;uncultured bacterium,FN436170.1.1536,1445026,40.32571121,17.55,99.68262297,372,42,39,1352,0.946127613,208843,208843,34396,37051,59982,59982,11,0,18,0,39,39,0.043748,k__Bacteria (UID209),5443,59,105,UID209
DCDD00000000,UBA1064,SRX371701,Near complete,91.19,2.62,0,Bacteroidales bacterium UBA1064 [order],,,,,2365253,45.15515989,12.65,97.53725808,531,231,227,1999,0.883631899,45957,45957,10236,10419,13593,13604,11,6,16,0,22,22,0.008218,p__Bacteroidetes (UID2605),350,210,316,UID2617
DCDC00000000,UBA1065,SRX371701,Near complete,94.15,0,0,Firmicutes bacterium UBA1065 [phylum],,,,,2075962,39.41460975,12.67,97.65769699,526,225,221,2054,0.894748555,45295,76893,9224,9393,11719,11874,11,15,10,0,15,16,0.010445,o__Clostridiales (UID1120),304,143,250,UID1125
DCDB00000000,UBA1066,SRX371701,Medium,88.01,0.63,0,Lachnospiraceae bacterium UBA1066 [family],,,,,3309981,47.61253845,10.57,93.46092919,4022,407,378,2923,0.881677266,41357,41357,8122,8756,10606,10953,11,12,17,0,28,28,0.020289,o__Clostridiales (UID1226),155,158,278,UID1257
DCDA00000000,UBA1067,SRX834663,Medium,72.69,2.03,66.67,Verrucomicrobia bacterium UBA1067 [phylum],,,,,1376139,63.14367557,196.83,100.0162857,31401,437,141,1308,0.840735565,28363,28621,3077,9759,6434,12543,11,23,19,0,36,36,0.051688,k__Bacteria (UID2982),88,148,230,UID3047
DCCZ00000000,UBA1068,SRX834663,Near complete,91.67,0.71,0,Bacteroidales bacterium UBA1068 [order],,,,,1888558,40.88978661,99.88,100.0007418,1319,49,32,1608,0.92798262,146324,178782,38515,59017,83593,94561,11,0,17,0,35,35,0.010853,p__Bacteroidetes (UID2605),350,210,316,UID2617
DCCY00000000,UBA1069,SRX834663,Medium,82.64,0,0,Porphyromonadaceae bacterium UBA1069 [family],,,,,1964290,52.73066254,87.11,99.99638228,1726,61,45,1580,0.877529794,125372,172498,32173,43650,51098,61744,11,0,18,0,38,38,0.000918,o__Bacteroidales (UID2617),213,265,406,UID2655
DCCX00000000,UBA1070,SRX834663,Partial,58.33,1.12,0,Bacillales bacterium UBA1070 [order],,,,,973505,52.19295077,72.26,100.005574,4719,74,30,881,0.887395545,151728,163187,13091,32450,25190,48203,11,4,18,0,39,39,0.036998,k__Bacteria (UID2329),174,89,149,UID2372
DCCW00000000,UBA1071,SRX834663,Near complete,93.94,0,0,Bacteroidales bacterium UBA1071 [order],,,,,1885619,46.76028776,58.96,100.0040924,4063,86,32,1502,0.905827211,141954,234314,21878,58925,41183,108839,11,0,19,0,43,43,0.006752,p__Bacteroidetes (UID2605),350,210,316,UID2617
DCCV00000000,UBA1072,SRX834663,Near complete,91.27,1.67,16.67,Bacteroidales bacterium UBA1072 [order],,,,,2378302,52.07183525,41.43,99.98900481,4537,142,93,1908,0.903105241,87857,100436,16716,25573,27661,44821,11,0,19,0,37,39,0.002034,p__Bacteroidetes (UID2605),350,210,316,UID2617
DCCU00000000,UBA1073,SRX834663,Near complete,92.81,2.25,0,Bacillales bacterium UBA1073 [order],,,,,1498106,41.73050646,31.28,99.88029829,4393,105,58,1292,0.892277983,127531,131914,14225,25829,33468,52190,11,10,20,0,45,45,0.040453,k__Bacteria (UID2329),174,89,149,UID2372
DCCT00000000,UBA1074,SRX834663,Medium,78.95,0.93,0,Prevotella sp. UBA1074 [genus],,,,,2747955,45.21639766,27.14,99.89714335,14053,325,156,2177,0.858524248,60661,92265,8412,17615,14659,24467,11,0,14,0,27,28,0.002499,o__Bacteroidales (UID2716),92,270,487,UID2722
DCCS00000000,UBA1075,SRX834663,Near complete,94.62,0.74,0,Prevotellaceae bacterium UBA1075 [family],,,,,2610705,58.32879173,25.73,99.96392303,5165,108,45,2025,0.881127128,160948,295072,24125,58015,43368,132129,11,1,18,0,41,44,0.017294,o__Bacteroidales (UID2657),160,269,492,UID2717
DCCR00000000,UBA1076,SRX834663,Partial,67.95,1.05,0,Catabacter sp. UBA1076 [genus],,,,,1373506,35.09910909,24.96,99.2137698,3551,116,73,1265,0.876371126,44438,81755,11809,18815,21239,24772,11,1,19,0,36,37,0.019004,o__Thermoanaerobacterales (UID1420),32,209,488,UID1422
DCCQ00000000,UBA1077,SRX834663,Medium,85.87,1.43,0,Bacteroidales bacterium UBA1077 [order],,,,,2624177,50.90204774,21.59,99.90543741,4748,204,154,2095,0.910591778,89596,89596,12840,17040,22175,27294,11,18,16,0,29,30,0.001686,p__Bacteroidetes (UID2605),350,210,316,UID2617
DCCP00000000,UBA1078,SRX834663,Medium,88.2,0,0,Bacillales bacterium UBA1078 [order],742,96.552,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG-004;uncultured Mollicutes bacterium,AM420117.1.1486,1117279,28.04868199,19.95,98.20444567,3027,131,89,1039,0.911662172,43149,53355,8505,12553,14123,17554,11,14,16,0,29,30,0.033058,k__Bacteria (UID2329),174,89,149,UID2372
DCCO00000000,UBA1079,SRX834663,Medium,76.01,0.12,100,Prevotellaceae bacterium UBA1079 [family],,,,,1991656,46.76737084,20.98,99.84848982,8951,193,110,1732,0.897578196,87115,105317,10273,18105,19090,25713,11,4,17,0,25,25,0.014654,o__Bacteroidales (UID2657),160,269,492,UID2719
DCCN00000000,UBA1080,SRX834663,Near complete,96.75,2.43,0,Lachnospiraceae bacterium UBA1080 [family],,,,,2619242,46.59612924,13.57,98.61748173,5027,162,84,2476,0.905124078,134105,195497,16137,31181,29216,49386,11,1,17,0,32,32,0.000492,f__Lachnospiraceae (UID1286),57,207,420,UID1293
